id|course_id|grade
120|3|5
120|4|13.3
120|4|9.9
120|4|10.9
120|4|13.3
120|4|6.4
120|4|14.4
120|4|14.4
120|4|9.9
120|5|7
120|5|8.5
120|5|10
120|5|6
120|5|9.5
120|5|3.5
120|5|8.5
120|5|7
120|5|8
120|5|5.5
120|10|4.5
120|10|20
120|10|9.5
120|10|12.5
120|10|12
120|6|7
120|6|1.5
120|6|13.5
120|6|6.3
120|7|14.5
120|7|18.5
120|7|12.5
120|7|12.5
120|7|10
120|7|12
120|7|10.5
120|2|18
120|2|12.5
120|2|13.5
120|8|7
120|8|7
120|8|8.5
120|8|6.5
120|8|9.5
120|9|15
120|9|10
120|9|12
120|9|11
120|9|14
187|1|8.5
187|1|11.5
187|1|10.5
187|1|7.5
187|1|6.5
187|1|9.5
187|1|9
187|1|7.5
187|3|4.5
187|3|6.5
187|3|4.5
187|3|3
187|4|12.8
187|4|8.7
187|4|12.7
187|4|10.2
187|4|10
187|4|9.1
187|4|9
187|5|9.5
187|5|8
187|5|6
187|5|10
187|5|5
187|5|5.5
187|5|3.5
187|5|6
187|5|3
187|5|4
187|10|12.5
187|10|8.5
187|10|9
187|10|11.5
187|10|12
187|6|4.3
187|6|3.5
187|6|10.2
187|6|11
187|7|8.5
187|7|11
187|7|5
187|7|13
187|7|11.5
187|7|8.5
187|7|11.5
187|2|15
187|2|18
187|2|12.5
187|8|9.5
187|8|12.5
187|8|15
187|8|10.5
187|8|7
187|9|12
187|9|14
187|9|10
187|9|12
187|9|13
198|1|7.5
198|1|8
198|1|10.5
198|1|7
198|1|8
198|1|9
198|1|7
198|1|9
198|3|7
198|3|4
198|3|7
198|3|6.5
198|4|15.3
198|4|7.4
198|4|11.7
198|4|12.8
198|4|12.4
198|4|12.3
198|4|10.8
198|4|17.4
198|5|6.5
198|5|9.5
198|5|8
198|5|0
198|5|3.5
198|5|10.5
198|5|7
198|5|7
198|5|5.5
198|5|8
198|10|13
198|10|16
198|10|12
198|10|14.5
198|10|8
198|6|7.5
198|6|5.2
198|6|8.8
198|6|7.7
198|7|11
198|7|14.5
198|7|9
198|7|9.5
198|7|15.5
198|7|8
198|7|14.5
198|2|14.5
198|2|13
198|2|20
198|8|8
198|8|12.5
198|8|8
198|8|3.5
198|8|9.5
198|9|13
198|9|11
198|9|14
198|9|14
204|1|6.5
204|1|6.5
204|1|6.5
204|1|9.5
204|1|6.5
204|1|5.5
204|1|9.5
204|1|6.5
204|3|5
204|3|6
204|3|5
204|3|9
204|4|9.8
204|4|15.3
204|4|14.2
204|4|14.7
204|4|12.1
204|4|12.8
204|4|13.2
204|4|13.5
204|5|9.5
204|5|6.5
204|5|7
204|5|7
204|5|8
204|5|9
204|5|5
204|5|9.5
204|5|8
204|5|8
204|10|unknown
204|10|10.5
204|10|11
204|10|11.5
204|10|11.5
204|6|12.1
204|6|8.6
204|6|5.1
204|6|9.3
204|7|13.5
204|7|9
204|7|11
204|7|12.5
204|7|13
204|7|8
204|7|4.5
204|2|12.5
204|2|18
204|2|11.5
204|8|7
204|8|9
204|8|8.5
204|8|13
204|8|8.5
204|9|18
204|9|14
204|9|16
204|9|19
204|9|9
234|1|7.5
234|1|9
234|1|11
234|1|7
234|1|8.5
234|1|7
234|1|6
234|1|5.5
234|3|8.5
234|3|5
234|3|7
234|3|8
234|4|9.7
234|4|10
234|4|11.2
234|4|10.6
234|4|12.7
234|4|14.5
234|4|8.7
234|4|16
234|5|5.5
234|5|9
234|5|8
234|5|5
234|5|9.5
234|5|9
234|5|1
234|5|7
234|5|8
234|10|13.5
234|10|15.5
234|10|10.5
234|10|14
234|10|13.5
234|6|3.9
234|6|8.3
234|6|7.4
234|6|8.6
234|7|14.5
234|7|6
234|7|14.5
234|7|11.5
234|7|13.5
234|7|14
234|7|10.5
234|2|11
234|2|12.5
234|2|13.5
234|8|9
234|8|6.5
234|8|14.5
234|8|13.5
234|8|16.5
234|9|14
234|9|14
234|9|14
234|9|16
234|9|16
257|1|7.5
257|1|7
257|1|5.5
257|1|7
257|1|7
257|1|4.5
257|1|7
257|1|9
257|3|7.5
257|3|9
257|3|10.5
257|3|9
257|4|12.3
257|4|10.3
257|4|13
257|4|9.1
257|4|15.4
257|4|13.5
257|4|12.6
257|4|11.4
257|5|6.5
257|5|8
257|5|9
257|5|10
257|5|10
257|5|3
257|5|5.5
257|5|9.5
257|5|3
257|5|8.5
257|10|18.5
257|10|13
257|10|16.5
257|10|11
257|10|12
257|6|5.6
257|6|8.1
257|6|8.1
257|6|8.4
257|7|10
257|7|9
257|7|11.5
257|7|9.5
257|7|8.5
257|7|18
257|7|14.5
257|2|11.5
257|2|8
257|2|11
257|8|13.5
257|8|9
257|8|11.5
257|8|9.5
257|8|15
257|9|14
257|9|14
257|9|13
257|9|12
257|9|13
277|1|7
277|1|8
277|1|11
277|1|6.5
277|1|7
277|1|10
277|1|8.5
277|1|9.5
277|3|5
277|3|unknown
277|3|7
277|3|6
277|4|9.3
277|4|15.1
277|4|10.9
277|4|11.6
277|4|9.6
277|4|13.6
277|4|12.8
277|4|13
277|5|7.5
277|5|8.5
277|5|6.5
277|5|7
277|5|7.5
277|5|9.5
277|5|7
277|5|4
277|5|4.5
277|5|9
277|10|13.5
277|10|18
277|10|9.5
277|10|14
277|10|9
277|6|9.6
277|6|7.1
277|6|5
277|6|6.2
277|7|13.5
277|7|10.5
277|7|15
277|7|10.5
277|7|19
277|7|15.5
277|7|15.5
277|2|15.5
277|2|17.5
277|2|11
277|8|13.5
277|8|11
277|8|6.5
277|8|11.5
277|8|10.5
277|9|15
277|9|15
277|9|12
277|9|11
277|9|9
284|1|6
284|1|5.5
284|1|7.5
284|1|10
284|1|4.5
284|1|10
284|1|6
284|1|7.5
284|3|8.5
284|3|5.5
284|3|9
284|4|12.6
284|4|11.6
284|4|14
284|4|10.8
284|4|12.1
284|4|10.9
284|4|9.1
284|4|9
284|5|6
284|5|9
284|5|6
284|5|7.5
284|5|6.5
284|5|6.5
284|5|7.5
284|5|0
284|5|9
284|10|7
284|10|16
284|10|18.5
284|10|17
284|6|3.8
284|6|6.3
284|6|3
284|6|13.4
284|7|16.5
284|7|20
284|7|11.5
284|7|15.5
284|7|13
284|7|9
284|7|11
284|2|6
284|2|14.5
284|2|12
284|8|9.5
284|8|9.5
284|8|10.5
284|8|6
284|8|12
284|9|11
284|9|16
284|9|11
284|9|17
284|9|10
322|1|8
322|1|8.5
322|1|6
322|1|7.5
322|1|4.5
322|1|3.5
322|1|6.5
322|1|6
322|3|6
322|3|6
322|3|7
322|3|5.5
322|4|13.3
322|4|9.4
322|4|14.6
322|4|11.2
322|4|14.5
322|4|13.5
322|4|12.7
322|4|10
322|5|7
322|5|4
322|5|7
322|5|unknown
322|5|7
322|5|4
322|5|3
322|5|5.5
322|5|13.5
322|5|5.5
322|10|8
322|10|13
322|10|8.5
322|10|10.5
322|10|16.5
322|6|7.8
322|6|9.2
322|6|6.8
322|6|3.8
322|7|9
322|7|15.5
322|7|11.5
322|7|13.5
322|7|15.5
322|7|12
322|7|10.5
322|2|9.5
322|2|15
322|2|15
322|8|5
322|8|5.5
322|8|7
322|8|7.5
322|9|16
322|9|14
322|9|14
322|9|13
322|9|15
325|1|10.5
325|1|6
325|1|8
325|1|8.5
325|1|9.5
325|1|10.5
325|1|6.5
325|1|5.5
325|3|4.5
325|3|7.5
325|3|6
325|3|7
325|4|13.7
325|4|10.3
325|4|10.5
325|4|13.6
325|4|10.2
325|4|14.1
325|4|11.4
325|4|8.2
325|5|10.5
325|5|8
325|5|9
325|5|10
325|5|12.5
325|5|6
325|5|10
325|5|3.5
325|5|7.5
325|5|unknown
325|10|11.5
325|10|11
325|10|16
325|10|12.5
325|10|11
325|6|4.2
325|6|8
325|6|2.3
325|6|9.8
325|7|14
325|7|15
325|7|11
325|7|13.5
325|7|11
325|7|15
325|7|9
325|2|9
325|2|5.5
325|2|11.5
325|8|6
325|8|7.5
325|8|7.5
325|8|12.5
325|8|0.5
325|9|12
325|9|14
325|9|11
325|9|12
325|9|15
343|1|8.5
343|1|5
343|1|7
343|1|10
343|1|5.5
343|1|8.5
343|1|7
343|1|8
343|3|8
343|3|4
343|3|6.5
343|3|7
343|4|11.2
343|4|12.2
343|4|7.7
343|4|9.5
343|4|11.5
343|4|11.6
343|4|14.6
343|4|14.1
343|5|10
343|5|7.5
343|5|8
343|5|7
343|5|5.5
343|5|8
343|5|10.5
343|5|6.5
343|5|5.5
343|5|7
343|10|17.5
343|10|17.5
343|10|13.5
343|10|11
343|10|7.5
343|6|9.1
343|6|6.5
343|6|9.8
343|6|10.3
343|7|15.5
343|7|14
343|7|12.5
343|7|12.5
343|7|10.5
343|7|15
343|7|14.5
343|2|12.5
343|2|16.5
343|2|13
343|8|8
343|8|8
343|8|9
343|8|6.5
343|9|15
343|9|16
343|9|14
343|9|13
343|9|11
367|1|6.5
367|1|10
367|1|unknown
367|1|9
367|1|10
367|1|9
367|1|5.5
367|1|7.5
367|3|8.5
367|3|10
367|3|4
367|4|13.5
367|4|13.2
367|4|15.9
367|4|8.4
367|4|8.8
367|4|7.9
367|4|9.7
367|4|11.3
367|5|13.5
367|5|7.5
367|5|7.5
367|5|7.5
367|5|1
367|5|4
367|5|6.5
367|5|8.5
367|5|8
367|5|4
367|10|16
367|10|14
367|10|14.5
367|10|12
367|10|15
367|6|4
367|6|6.9
367|6|11.5
367|6|8.6
367|7|14
367|7|18.5
367|7|13.5
367|7|16.5
367|7|9.5
367|7|8.5
367|2|15.5
367|2|9
367|2|12.5
367|8|8
367|8|5.5
367|8|4.5
367|8|13
367|8|9
367|9|14
367|9|13
367|9|13
367|9|14
367|9|10
398|1|9
398|1|8
398|1|8
398|1|7
398|1|8.5
398|1|6
398|1|9
398|1|7.5
398|3|9
398|3|6
398|3|7
398|3|11.5
398|4|11.5
398|4|10.6
398|4|17.2
398|4|10.4
398|4|10.4
398|4|9.8
398|4|11.5
398|4|13.7
398|5|9
398|5|unknown
398|5|6.5
398|5|8.5
398|5|9
398|5|7.5
398|5|6.5
398|5|unknown
398|5|4.5
398|5|8
398|10|15.5
398|10|18.5
398|10|11
398|10|11.5
398|10|12.5
398|6|7.5
398|6|7.4
398|6|3.1
398|6|5
398|7|11
398|7|10.5
398|7|8
398|7|14
398|7|14
398|7|9.5
398|7|11.5
398|2|11.5
398|2|17.5
398|2|15
398|8|unknown
398|8|3
398|8|7.5
398|8|11
398|8|14
398|9|14
398|9|16
398|9|17
398|9|16
398|9|17
441|1|7
441|1|12
441|1|8
441|1|6.5
441|1|7
441|1|7.5
441|1|3
441|1|9
441|3|9.5
441|3|7.5
441|3|7.5
441|3|8.5
441|4|12.6
441|4|13.8
441|4|11.1
441|4|10.4
441|4|10.2
441|4|12.5
441|4|11.9
441|4|14.2
441|5|8.5
441|5|5.5
441|5|5
441|5|13
441|5|3
441|5|3
441|5|8
441|5|5.5
441|5|5.5
441|5|5.5
441|10|17
441|10|11.5
441|10|12.5
441|10|17.5
441|10|13.5
441|6|3
441|6|7.6
441|6|7.9
441|6|14.1
441|7|17
441|7|7.5
441|7|9.5
441|7|11.5
441|7|12
441|7|11
441|7|10.5
441|2|15
441|2|19
441|2|14
441|8|8.5
441|8|10.5
441|8|8
441|8|16.5
441|8|14.5
441|9|13
441|9|15
441|9|16
441|9|19
441|9|13
470|1|8
470|1|7.5
470|1|9.5
470|1|7.5
470|1|7.5
470|1|9.5
470|1|6.5
470|3|7.5
470|3|10.5
470|3|4
470|3|5
470|4|13.6
470|4|10.3
470|4|14
470|4|15.5
470|4|10
470|4|14.9
470|4|12.4
470|4|6.6
470|5|9.5
470|5|6.5
470|5|8
470|5|9
470|5|10.5
470|5|1.5
470|5|4
470|5|8
470|5|6.5
470|5|7.5
470|10|14
470|10|14.5
470|10|11.5
470|10|17.5
470|10|14.5
470|6|4.7
470|6|5.3
470|6|8.7
470|6|5.6
470|7|9
470|7|10.5
470|7|15
470|7|7
470|7|11
470|7|14.5
470|7|11
470|2|12.5
470|2|12.5
470|2|6.5
470|8|10
470|8|9.5
470|8|8.5
470|8|7.5
470|8|5
470|9|17
470|9|14
470|9|17
470|9|16
470|9|10
472|1|6
472|1|7
472|1|8.5
472|1|3
472|1|7
472|1|8.5
472|1|10
472|1|7
472|3|9.5
472|3|10.5
472|3|5
472|3|9
472|4|11.6
472|4|12.6
472|4|16.4
472|4|11.7
472|4|11.4
472|4|7.3
472|4|14.9
472|4|12.9
472|5|8.5
472|5|9
472|5|8
472|5|6.5
472|5|5.5
472|5|7.5
472|5|6
472|5|7
472|5|6
472|5|3
472|10|16
472|10|13.5
472|10|10.5
472|10|8.5
472|10|15.5
472|6|10.1
472|6|10.8
472|6|12.1
472|6|8.6
472|7|14.5
472|7|12.5
472|7|14.5
472|7|13.5
472|7|15
472|7|12.5
472|7|15.5
472|2|14
472|2|19
472|2|15.5
472|8|7
472|8|6.5
472|8|12.5
472|8|14.5
472|8|13.5
472|9|15
472|9|18
472|9|11
472|9|15
472|9|13
480|1|8.5
480|1|5.5
480|1|10.5
480|1|4
480|1|5.5
480|1|8
480|1|10.5
480|1|8
480|3|9
480|3|2.5
480|3|5
480|3|4.5
480|4|13.2
480|4|11
480|4|10
480|4|13.3
480|4|12.8
480|4|13.1
480|4|15.8
480|4|11.9
480|5|11
480|5|6.5
480|5|10.5
480|5|6
480|5|5
480|5|9.5
480|5|6.5
480|5|6
480|5|9
480|5|7.5
480|10|6.5
480|10|18.5
480|10|9.5
480|10|12
480|10|12
480|6|0.4
480|6|5.5
480|6|9.2
480|6|7.5
480|7|6.5
480|7|9
480|7|12
480|7|5.5
480|7|11
480|7|13
480|2|14.5
480|2|11.5
480|8|5
480|8|12
480|8|7
480|8|14
480|8|10.5
480|9|13
480|9|11
480|9|13
480|9|16
480|9|15
485|1|7
485|1|9
485|1|4.5
485|1|6.5
485|1|7
485|1|7
485|1|9
485|1|8.5
485|3|8.5
485|3|6
485|3|10.5
485|3|7.5
485|4|11.8
485|4|14.2
485|4|8.7
485|4|15.4
485|4|16.5
485|4|10.7
485|4|9.8
485|4|14.7
485|5|6
485|5|8
485|5|9.5
485|5|5.5
485|5|8
485|5|9
485|5|10
485|5|4.5
485|5|6.5
485|5|6
485|10|9.5
485|10|14
485|10|19.5
485|10|14.5
485|10|13
485|6|5
485|6|8.5
485|6|4.8
485|6|9.4
485|7|14.5
485|7|15
485|7|15
485|7|12.5
485|7|8
485|7|15
485|7|15
485|2|14.5
485|2|16.5
485|2|10.5
485|8|12
485|8|7.5
485|8|12
485|8|13
485|9|13
485|9|15
485|9|16
485|9|13
485|9|13
487|1|7.5
487|1|4.5
487|1|8
487|1|7.5
487|1|9
487|1|7
487|1|7
487|1|9.5
487|3|8
487|3|7
487|3|7.5
487|3|10
487|4|12
487|4|13.2
487|4|12.6
487|4|15.4
487|4|10.6
487|4|11.6
487|4|16.3
487|4|10.6
487|5|14
487|5|12
487|5|6.5
487|5|9.5
487|5|8
487|5|5.5
487|5|5.5
487|5|6.5
487|5|9.5
487|5|7
487|10|16
487|10|9.5
487|10|14.5
487|10|14
487|10|14.5
487|6|7.1
487|6|2.8
487|6|6.2
487|6|6.8
487|7|13.5
487|7|11.5
487|7|14.5
487|7|11.5
487|7|11
487|7|6
487|7|16
487|2|13.5
487|2|12
487|2|14
487|8|10.5
487|8|unknown
487|8|11.5
487|8|14
487|8|10
487|9|12
487|9|13
487|9|14
487|9|11
487|9|16
497|1|8
497|1|10
497|1|8
497|1|7
497|1|7
497|1|5.5
497|1|8.5
497|1|9.5
497|3|5
497|3|6.5
497|3|8.5
497|3|4.5
497|4|12.3
497|4|14
497|4|8.1
497|4|11.8
497|4|12.5
497|4|11.5
497|4|14.7
497|4|10.8
497|5|9
497|5|4.5
497|5|8
497|5|6
497|5|8.5
497|5|9
497|5|unknown
497|5|7
497|5|6.5
497|5|7
497|10|12.5
497|10|13.5
497|10|15.5
497|10|11
497|10|10.5
497|6|4
497|6|5.8
497|6|5.3
497|6|8.6
497|7|14.5
497|7|9.5
497|7|10
497|7|12
497|7|13.5
497|7|13
497|7|13
497|2|14
497|2|16.5
497|2|13.5
497|8|13
497|8|8.5
497|8|10
497|8|8
497|8|13.5
497|9|13
497|9|15
497|9|14
497|9|18
497|9|14
519|1|3
519|1|7.5
519|1|8.5
519|1|8.5
519|1|6
519|1|9.5
519|1|7.5
519|3|9
519|3|5.5
519|3|4
519|3|5.5
519|4|17.7
519|4|12.4
519|4|12
519|4|11.2
519|4|9.5
519|4|13.4
519|4|11.3
519|5|9
519|5|5
519|5|7.5
519|5|7.5
519|5|5
519|5|8
519|5|4
519|5|12.5
519|5|9.5
519|5|7.5
519|10|14.5
519|10|17
519|10|11.5
519|10|11
519|10|12.5
519|6|6.2
519|6|14.4
519|6|9.7
519|6|7
519|7|15
519|7|11.5
519|7|12.5
519|7|13
519|7|17
519|2|14
519|2|15
519|2|9.5
519|8|10
519|8|1
519|8|4.5
519|8|12
519|8|1.5
519|9|13
519|9|13
519|9|8
519|9|13
561|1|8.5
561|1|6.5
561|1|9
561|1|5.5
561|1|9.5
561|1|8.5
561|1|6
561|1|9
561|3|5.5
561|3|4
561|3|6.5
561|3|6.5
561|4|16.7
561|4|13.4
561|4|12.6
561|4|13.1
561|4|15.4
561|4|11
561|4|12.4
561|4|15.7
561|5|0
561|5|2
561|5|7
561|5|5
561|5|5.5
561|5|6
561|5|5
561|5|6.5
561|5|9
561|5|6
561|10|15
561|10|5
561|10|8
561|10|15
561|10|11.5
561|6|8.2
561|6|5.8
561|6|5.9
561|6|7.4
561|7|12.5
561|7|8.5
561|7|14.5
561|7|10
561|7|9
561|7|13
561|7|16
561|2|15.5
561|2|9.5
561|8|11.5
561|8|9
561|8|9.5
561|8|14
561|8|4.5
561|9|18
561|9|15
561|9|15
561|9|14
561|9|14
648|1|10.5
648|1|10.5
648|1|8
648|1|7.5
648|1|11
648|1|7
648|1|9.5
648|1|7
648|3|6
648|3|4
648|3|3
648|3|6
648|4|13.2
648|4|12.9
648|4|10.2
648|4|13.1
648|4|10.7
648|4|13.3
648|4|11.1
648|4|11.6
648|5|4
648|5|6.5
648|5|6.5
648|5|6.5
648|5|10
648|5|6
648|5|6.5
648|5|8
648|5|4
648|5|7.5
648|10|unknown
648|10|8
648|10|10.5
648|10|15.5
648|10|11
648|6|7.6
648|6|7.5
648|6|0.7
648|7|6.5
648|7|8
648|7|11
648|7|10.5
648|7|7
648|7|12
648|7|9
648|2|17
648|2|12.5
648|2|10.5
648|8|6.5
648|8|7
648|8|8
648|8|9
648|8|8.5
648|9|13
648|9|10
648|9|12
648|9|13
648|9|13
662|1|8.5
662|1|10.5
662|1|6.5
662|1|8.5
662|1|5.5
662|1|8.5
662|1|9
662|1|5
662|3|7.5
662|3|9.5
662|3|6
662|3|5
662|4|16.9
662|4|16.4
662|4|14.2
662|4|10.8
662|4|15.1
662|4|10.2
662|4|15.7
662|4|13.8
662|5|unknown
662|5|5.5
662|5|6
662|5|10.5
662|5|8
662|5|8.5
662|5|7
662|5|4
662|5|9
662|5|6
662|10|unknown
662|10|11.5
662|10|19
662|10|14
662|6|9.8
662|6|5.6
662|6|6.6
662|6|5.1
662|7|12
662|7|7.5
662|7|8
662|7|14
662|7|12
662|7|20
662|7|14
662|2|13
662|2|20
662|2|16.5
662|8|8.5
662|8|18.5
662|8|11.5
662|8|8.5
662|8|9.5
662|9|15
662|9|15
662|9|14
662|9|11
689|1|6
689|1|10.5
689|1|8
689|1|9
689|1|6.5
689|1|8
689|1|6.5
689|1|7.5
689|3|7
689|3|5
689|3|5.5
689|4|6.6
689|4|11.2
689|4|7.8
689|4|8.5
689|4|9.1
689|4|14.3
689|4|15.5
689|4|14.3
689|5|7.5
689|5|6.5
689|5|5
689|5|8.5
689|5|9
689|5|9
689|5|11
689|5|9
689|5|9.5
689|5|11.5
689|10|14.5
689|10|11.5
689|10|11
689|10|18
689|10|8.5
689|6|6.8
689|6|13.4
689|6|12.8
689|6|3.4
689|7|10
689|7|8
689|7|12.5
689|7|unknown
689|7|14.5
689|7|15
689|7|9
689|2|10.5
689|2|10
689|2|12.5
689|8|11.5
689|8|13
689|8|7.5
689|8|9.5
689|8|9
689|9|15
689|9|14
689|9|10
689|9|11
689|9|12
694|1|7
694|1|12.5
694|1|5
694|1|9
694|1|11
694|1|10
694|1|5.5
694|3|11.5
694|3|8
694|3|5.5
694|3|3.5
694|4|11.9
694|4|12.9
694|4|12.6
694|4|11.5
694|4|10.3
694|4|14
694|4|9.2
694|4|16.4
694|5|10
694|5|9
694|5|1.5
694|5|8
694|5|5.5
694|5|9
694|5|8
694|5|5
694|5|6
694|5|5.5
694|10|17
694|10|10.5
694|10|7.5
694|10|8
694|10|12
694|6|unknown
694|6|3
694|6|7.6
694|6|6.7
694|7|10.5
694|7|12.5
694|7|14
694|7|11
694|7|14
694|7|11.5
694|7|9.5
694|2|16
694|2|17.5
694|2|13
694|8|12
694|8|2.5
694|8|12
694|8|5.5
694|8|8.5
694|9|11
694|9|15
694|9|12
694|9|11
694|9|15
702|1|5
702|1|10.5
